Date,Country,Strategic_Tactic,Arrivals
2013-06-01,Italy,Traditional Leisure,830
2013-07-01,Italy,Traditional Leisure,1513
2013-08-01,Italy,Traditional Leisure,2833
2013-09-01,Italy,Traditional Leisure,1059
2013-10-01,Italy,Traditional Leisure,1036
2013-11-01,Italy,Traditional Leisure,1318
2013-12-01,Italy,Traditional Leisure,2590
2014-01-01,Italy,Traditional Leisure,2497
2014-02-01,Italy,Traditional Leisure,2177
2014-03-01,Italy,Traditional Leisure,1592
2014-04-01,Italy,Traditional Leisure,1511
2014-05-01,Italy,Traditional Leisure,732
2014-06-01,Italy,Traditional Leisure,1068
2014-07-01,Italy,Traditional Leisure,1673
2014-08-01,Italy,Traditional Leisure,3043
2014-09-01,Italy,Traditional Leisure,1125
2014-10-01,Italy,Traditional Leisure,1060
2014-11-01,Italy,Traditional Leisure,1519
2014-12-01,Italy,Traditional Leisure,3119
2015-01-01,Italy,Traditional Leisure,2710
2015-02-01,Italy,Traditional Leisure,2567
2015-03-01,Italy,Traditional Leisure,2060
2015-04-01,Italy,Traditional Leisure,1351
2015-05-01,Italy,Traditional Leisure,898
2015-06-01,Italy,Traditional Leisure,1136
2015-07-01,Italy,Traditional Leisure,1959
2015-08-01,Italy,Traditional Leisure,3632
2015-09-01,Italy,Traditional Leisure,1407
2015-10-01,Italy,Traditional Leisure,1123
2015-11-01,Italy,Traditional Leisure,1537
2015-12-01,Italy,Traditional Leisure,3913
2016-01-01,Italy,Traditional Leisure,4131
2016-02-01,Italy,Traditional Leisure,3607
2016-03-01,Italy,Traditional Leisure,2683
2016-04-01,Italy,Traditional Leisure,1455
2016-05-01,Italy,Traditional Leisure,1010
2016-06-01,Italy,Traditional Leisure,1390
2016-07-01,Italy,Traditional Leisure,2418
2016-08-01,Italy,Traditional Leisure,4517
2016-09-01,Italy,Traditional Leisure,1392
2016-10-01,Italy,Traditional Leisure,1274
2016-11-01,Italy,Traditional Leisure,1803
2016-12-01,Italy,Traditional Leisure,4111
2017-01-01,Italy,Traditional Leisure,4440
2017-02-01,Italy,Traditional Leisure,3368
2017-03-01,Italy,Traditional Leisure,2629
2017-04-01,Italy,Traditional Leisure,1977
2017-05-01,Italy,Traditional Leisure,957
2017-06-01,Italy,Traditional Leisure,1252
2017-07-01,Italy,Traditional Leisure,2269
2017-08-01,Italy,Traditional Leisure,4871
2017-09-01,Italy,Traditional Leisure,1365
2017-10-01,Italy,Traditional Leisure,1230
2017-11-01,Italy,Traditional Leisure,1782
2017-12-01,Italy,Traditional Leisure,5288
2018-01-01,Italy,Traditional Leisure,5348
2018-02-01,Italy,Traditional Leisure,4843
2018-03-01,Italy,Traditional Leisure,4157
2018-04-01,Italy,Traditional Leisure,2266
2018-05-01,Italy,Traditional Leisure,1058
2018-06-01,Italy,Traditional Leisure,1367
2018-07-01,Italy,Traditional Leisure,3247
2018-08-01,Italy,Traditional Leisure,5747
2018-09-01,Italy,Traditional Leisure,1654
2018-10-01,Italy,Traditional Leisure,1540
2018-11-01,Italy,Traditional Leisure,1976
2018-12-01,Italy,Traditional Leisure,5176
2019-01-01,Italy,Traditional Leisure,6433
2019-02-01,Italy,Traditional Leisure,5363
2019-03-01,Italy,Traditional Leisure,4309
2019-04-01,Italy,Traditional Leisure,3303
2019-05-01,Italy,Traditional Leisure,452
2019-06-01,Italy,Traditional Leisure,675
2019-07-01,Italy,Traditional Leisure,1431
2019-08-01,Italy,Traditional Leisure,3340
2019-09-01,Italy,Traditional Leisure,1016
2019-10-01,Italy,Traditional Leisure,947
2019-11-01,Italy,Traditional Leisure,3917
2019-12-01,Italy,Traditional Leisure,4961
2020-01-01,Italy,Traditional Leisure,4454
2020-02-01,Italy,Traditional Leisure,3743
2020-03-01,Italy,Traditional Leisure,406
2020-04-01,Italy,Traditional Leisure,0
2020-05-01,Italy,Traditional Leisure,0
2020-06-01,Italy,Traditional Leisure,0
2020-07-01,Italy,Traditional Leisure,0
2020-08-01,Italy,Traditional Leisure,0
2020-09-01,Italy,Traditional Leisure,0
2020-10-01,Italy,Traditional Leisure,0
2020-11-01,Italy,Traditional Leisure,0
2020-12-01,Italy,Traditional Leisure,0
2021-01-01,Italy,Traditional Leisure,2
2021-02-01,Italy,Traditional Leisure,23
2021-03-01,Italy,Traditional Leisure,34
2021-04-01,Italy,Traditional Leisure,43
2021-05-01,Italy,Traditional Leisure,29
2021-06-01,Italy,Traditional Leisure,16
2021-07-01,Italy,Traditional Leisure,32
2021-08-01,Italy,Traditional Leisure,54
2021-09-01,Italy,Traditional Leisure,47
2021-10-01,Italy,Traditional Leisure,160
2021-11-01,Italy,Traditional Leisure,313
2021-12-01,Italy,Traditional Leisure,556
2022-01-01,Italy,Traditional Leisure,503
2022-02-01,Italy,Traditional Leisure,553
2022-03-01,Italy,Traditional Leisure,730
2022-04-01,Italy,Traditional Leisure,584
2022-05-01,Italy,Traditional Leisure,329
2022-06-01,Italy,Traditional Leisure,506
2022-07-01,Italy,Traditional Leisure,650
2022-08-01,Italy,Traditional Leisure,937
2022-09-01,Italy,Traditional Leisure,352
2022-10-01,Italy,Traditional Leisure,480
2022-11-01,Italy,Traditional Leisure,619
2022-12-01,Italy,Traditional Leisure,1206
2023-01-01,Italy,Traditional Leisure,1477
2023-02-01,Italy,Traditional Leisure,1409
2023-03-01,Italy,Traditional Leisure,1272
2023-04-01,Italy,Traditional Leisure,1384
2023-05-01,Italy,Traditional Leisure,680
2023-06-01,Italy,Traditional Leisure,1265
2023-07-01,Italy,Traditional Leisure,2370
2023-08-01,Italy,Traditional Leisure,5110
2023-09-01,Italy,Traditional Leisure,1257
2023-10-01,Italy,Traditional Leisure,967
2023-11-01,Italy,Traditional Leisure,1662
2023-12-01,Italy,Traditional Leisure,3389
2024-01-01,Italy,Traditional Leisure,3485
2024-02-01,Italy,Traditional Leisure,3194
2024-03-01,Italy,Traditional Leisure,2502
2024-04-01,Italy,Traditional Leisure,2245
2024-05-01,Italy,Traditional Leisure,1010
2024-06-01,Italy,Traditional Leisure,1792
2024-07-01,Italy,Traditional Leisure,3630
2024-08-01,Italy,Traditional Leisure,9586
2024-09-01,Italy,Traditional Leisure,1902
2024-10-01,Italy,Traditional Leisure,1431
2024-11-01,Italy,Traditional Leisure,2237
2024-12-01,Italy,Traditional Leisure,5695
2025-01-01,Italy,Traditional Leisure,4778
2025-02-01,Italy,Traditional Leisure,4115
2025-03-01,Italy,Traditional Leisure,3524
2025-04-01,Italy,Traditional Leisure,3633
2025-05-01,Italy,Traditional Leisure,1333
2025-06-01,Italy,Traditional Leisure,2174
2025-07-01,Italy,Traditional Leisure,4886
2025-08-01,Italy,Traditional Leisure,12247
2025-09-01,Italy,Traditional Leisure,2340
2025-10-01,Italy,Traditional Leisure,1913
2025-11-01,Italy,Traditional Leisure,3005
2025-12-01,Italy,Traditional Leisure,6482
2011-01-01,Japan,Resilient Core,1429
2011-02-01,Japan,Resilient Core,1444
2011-03-01,Japan,Resilient Core,1525
2011-04-01,Japan,Resilient Core,1254
2011-05-01,Japan,Resilient Core,1054
2011-06-01,Japan,Resilient Core,1180
2011-07-01,Japan,Resilient Core,1816
2011-08-01,Japan,Resilient Core,2938
2011-09-01,Japan,Resilient Core,2439
2011-10-01,Japan,Resilient Core,1518
2011-11-01,Japan,Resilient Core,2039
2011-12-01,Japan,Resilient Core,1950
2012-01-01,Japan,Resilient Core,1866
2012-02-01,Japan,Resilient Core,2345
2012-03-01,Japan,Resilient Core,1752
2012-04-01,Japan,Resilient Core,1689
2012-05-01,Japan,Resilient Core,1140
2012-06-01,Japan,Resilient Core,1411
2012-07-01,Japan,Resilient Core,2366
2012-08-01,Japan,Resilient Core,3302
2012-09-01,Japan,Resilient Core,2385
2012-10-01,Japan,Resilient Core,1738
2012-11-01,Japan,Resilient Core,3184
2012-12-01,Japan,Resilient Core,2907
2013-01-01,Japan,Resilient Core,1872
2013-02-01,Japan,Resilient Core,3142
2013-03-01,Japan,Resilient Core,2472
2013-04-01,Japan,Resilient Core,1963
2013-05-01,Japan,Resilient Core,1488
2013-06-01,Japan,Resilient Core,1866
2013-07-01,Japan,Resilient Core,2226
2013-08-01,Japan,Resilient Core,4893
2013-09-01,Japan,Resilient Core,3408
2013-10-01,Japan,Resilient Core,2539
2013-11-01,Japan,Resilient Core,2213
2013-12-01,Japan,Resilient Core,3423
2014-01-01,Japan,Resilient Core,2859
2014-02-01,Japan,Resilient Core,3350
2014-03-01,Japan,Resilient Core,3800
2014-04-01,Japan,Resilient Core,2368
2014-05-01,Japan,Resilient Core,2281
2014-06-01,Japan,Resilient Core,2666
2014-07-01,Japan,Resilient Core,3203
2014-08-01,Japan,Resilient Core,5233
2014-09-01,Japan,Resilient Core,3943
2014-10-01,Japan,Resilient Core,2874
2014-11-01,Japan,Resilient Core,2518
2014-12-01,Japan,Resilient Core,4041
2015-01-01,Japan,Resilient Core,3140
2015-02-01,Japan,Resilient Core,4541
2015-03-01,Japan,Resilient Core,3393
2015-04-01,Japan,Resilient Core,2519
2015-05-01,Japan,Resilient Core,2319
2015-06-01,Japan,Resilient Core,2450
2015-07-01,Japan,Resilient Core,2797
2015-08-01,Japan,Resilient Core,4814
2015-09-01,Japan,Resilient Core,3698
2015-10-01,Japan,Resilient Core,2770
2015-11-01,Japan,Resilient Core,2514
2015-12-01,Japan,Resilient Core,4403
2016-01-01,Japan,Resilient Core,3134
2016-02-01,Japan,Resilient Core,4726
2016-03-01,Japan,Resilient Core,4074
2016-04-01,Japan,Resilient Core,3172
2016-05-01,Japan,Resilient Core,2233
2016-06-01,Japan,Resilient Core,2674
2016-07-01,Japan,Resilient Core,3633
2016-08-01,Japan,Resilient Core,5179
2016-09-01,Japan,Resilient Core,4032
2016-10-01,Japan,Resilient Core,2845
2016-11-01,Japan,Resilient Core,2702
2016-12-01,Japan,Resilient Core,4706
2017-01-01,Japan,Resilient Core,4026
2017-02-01,Japan,Resilient Core,4757
2017-03-01,Japan,Resilient Core,4271
2017-04-01,Japan,Resilient Core,3404
2017-05-01,Japan,Resilient Core,2848
2017-06-01,Japan,Resilient Core,2970
2017-07-01,Japan,Resilient Core,4025
2017-08-01,Japan,Resilient Core,5511
2017-09-01,Japan,Resilient Core,4254
2017-10-01,Japan,Resilient Core,3111
2017-11-01,Japan,Resilient Core,3063
2017-12-01,Japan,Resilient Core,2748
2018-01-01,Japan,Resilient Core,4694
2018-02-01,Japan,Resilient Core,5263
2018-03-01,Japan,Resilient Core,4629
2018-04-01,Japan,Resilient Core,3512
2018-05-01,Japan,Resilient Core,4229
2018-06-01,Japan,Resilient Core,3074
2018-07-01,Japan,Resilient Core,3798
2018-08-01,Japan,Resilient Core,5625
2018-09-01,Japan,Resilient Core,4480
2018-10-01,Japan,Resilient Core,2831
2018-11-01,Japan,Resilient Core,2658
2018-12-01,Japan,Resilient Core,4657
2019-01-01,Japan,Resilient Core,3553
2019-02-01,Japan,Resilient Core,4878
2019-03-01,Japan,Resilient Core,4611
2019-04-01,Japan,Resilient Core,2203
2019-05-01,Japan,Resilient Core,578
2019-06-01,Japan,Resilient Core,880
2019-07-01,Japan,Resilient Core,1311
2019-08-01,Japan,Resilient Core,2428
2019-09-01,Japan,Resilient Core,2250
2019-10-01,Japan,Resilient Core,1832
2019-11-01,Japan,Resilient Core,1825
2019-12-01,Japan,Resilient Core,3730
2020-01-01,Japan,Resilient Core,2917
2020-02-01,Japan,Resilient Core,3015
2020-03-01,Japan,Resilient Core,712
2020-04-01,Japan,Resilient Core,0
2020-05-01,Japan,Resilient Core,0
2020-06-01,Japan,Resilient Core,0
2020-07-01,Japan,Resilient Core,0
2020-08-01,Japan,Resilient Core,0
2020-09-01,Japan,Resilient Core,0
2020-10-01,Japan,Resilient Core,0
2020-11-01,Japan,Resilient Core,0
2020-12-01,Japan,Resilient Core,0
2021-01-01,Japan,Resilient Core,1
2021-02-01,Japan,Resilient Core,9
2021-03-01,Japan,Resilient Core,12
2021-04-01,Japan,Resilient Core,19
2021-05-01,Japan,Resilient Core,8
2021-06-01,Japan,Resilient Core,11
2021-07-01,Japan,Resilient Core,7
2021-08-01,Japan,Resilient Core,9
2021-09-01,Japan,Resilient Core,9
2021-10-01,Japan,Resilient Core,45
2021-11-01,Japan,Resilient Core,103
2021-12-01,Japan,Resilient Core,159
2022-01-01,Japan,Resilient Core,92
2022-02-01,Japan,Resilient Core,122
2022-03-01,Japan,Resilient Core,226
2022-04-01,Japan,Resilient Core,249
2022-05-01,Japan,Resilient Core,158
2022-06-01,Japan,Resilient Core,148
2022-07-01,Japan,Resilient Core,169
2022-08-01,Japan,Resilient Core,294
2022-09-01,Japan,Resilient Core,226
2022-10-01,Japan,Resilient Core,318
2022-11-01,Japan,Resilient Core,377
2022-12-01,Japan,Resilient Core,708
2023-01-01,Japan,Resilient Core,744
2023-02-01,Japan,Resilient Core,974
2023-03-01,Japan,Resilient Core,1042
2023-04-01,Japan,Resilient Core,2318
2023-05-01,Japan,Resilient Core,876
2023-06-01,Japan,Resilient Core,1017
2023-07-01,Japan,Resilient Core,1454
2023-08-01,Japan,Resilient Core,2604
2023-09-01,Japan,Resilient Core,1830
2023-10-01,Japan,Resilient Core,1295
2023-11-01,Japan,Resilient Core,2875
2023-12-01,Japan,Resilient Core,2554
2024-01-01,Japan,Resilient Core,1993
2024-02-01,Japan,Resilient Core,2666
2024-03-01,Japan,Resilient Core,2575
2024-04-01,Japan,Resilient Core,1949
2024-05-01,Japan,Resilient Core,1581
2024-06-01,Japan,Resilient Core,1666
2024-07-01,Japan,Resilient Core,2202
2024-08-01,Japan,Resilient Core,4102
2024-09-01,Japan,Resilient Core,3526
2024-10-01,Japan,Resilient Core,2392
2024-11-01,Japan,Resilient Core,2178
2024-12-01,Japan,Resilient Core,3599
2025-01-01,Japan,Resilient Core,2631
2025-02-01,Japan,Resilient Core,3527
2025-03-01,Japan,Resilient Core,3708
2025-04-01,Japan,Resilient Core,2374
2025-05-01,Japan,Resilient Core,2126
2025-06-01,Japan,Resilient Core,2093
2025-07-01,Japan,Resilient Core,3076
2025-08-01,Japan,Resilient Core,5127
2025-09-01,Japan,Resilient Core,4137
2025-10-01,Japan,Resilient Core,2253
2025-11-01,Japan,Resilient Core,2704
2025-12-01,Japan,Resilient Core,4397
2013-01-01,Kuwait,Seasonal Youth,613
2013-02-01,Kuwait,Seasonal Youth,818
2013-03-01,Kuwait,Seasonal Youth,427
2013-04-01,Kuwait,Seasonal Youth,430
2013-05-01,Kuwait,Seasonal Youth,315
2013-06-01,Kuwait,Seasonal Youth,541
2013-07-01,Kuwait,Seasonal Youth,257
2013-08-01,Kuwait,Seasonal Youth,1657
2013-09-01,Kuwait,Seasonal Youth,705
2013-10-01,Kuwait,Seasonal Youth,1076
2013-11-01,Kuwait,Seasonal Youth,274
2013-12-01,Kuwait,Seasonal Youth,314
2015-01-01,Kuwait,Seasonal Youth,992
2015-02-01,Kuwait,Seasonal Youth,430
2015-03-01,Kuwait,Seasonal Youth,324
2015-04-01,Kuwait,Seasonal Youth,379
2015-05-01,Kuwait,Seasonal Youth,341
2015-06-01,Kuwait,Seasonal Youth,328
2015-07-01,Kuwait,Seasonal Youth,825
2015-08-01,Kuwait,Seasonal Youth,1206
2015-09-01,Kuwait,Seasonal Youth,802
2015-10-01,Kuwait,Seasonal Youth,358
2015-11-01,Kuwait,Seasonal Youth,223
2015-12-01,Kuwait,Seasonal Youth,314
2016-01-01,Kuwait,Seasonal Youth,961
2016-02-01,Kuwait,Seasonal Youth,368
2016-03-01,Kuwait,Seasonal Youth,410
2016-04-01,Kuwait,Seasonal Youth,409
2016-05-01,Kuwait,Seasonal Youth,394
2016-06-01,Kuwait,Seasonal Youth,207
2016-07-01,Kuwait,Seasonal Youth,761
2016-08-01,Kuwait,Seasonal Youth,779
2016-09-01,Kuwait,Seasonal Youth,630
2016-10-01,Kuwait,Seasonal Youth,211
2016-11-01,Kuwait,Seasonal Youth,219
2016-12-01,Kuwait,Seasonal Youth,377
2017-01-01,Kuwait,Seasonal Youth,605
2017-02-01,Kuwait,Seasonal Youth,339
2017-03-01,Kuwait,Seasonal Youth,317
2017-04-01,Kuwait,Seasonal Youth,376
2017-05-01,Kuwait,Seasonal Youth,246
2017-06-01,Kuwait,Seasonal Youth,217
2017-07-01,Kuwait,Seasonal Youth,538
2017-08-01,Kuwait,Seasonal Youth,678
2017-09-01,Kuwait,Seasonal Youth,281
2017-10-01,Kuwait,Seasonal Youth,232
2017-11-01,Kuwait,Seasonal Youth,225
2017-12-01,Kuwait,Seasonal Youth,273
2018-01-01,Kuwait,Seasonal Youth,545
2018-02-01,Kuwait,Seasonal Youth,403
2018-03-01,Kuwait,Seasonal Youth,240
2018-04-01,Kuwait,Seasonal Youth,249
2018-05-01,Kuwait,Seasonal Youth,143
2018-06-01,Kuwait,Seasonal Youth,226
2018-07-01,Kuwait,Seasonal Youth,335
2018-08-01,Kuwait,Seasonal Youth,599
2018-09-01,Kuwait,Seasonal Youth,154
2018-10-01,Kuwait,Seasonal Youth,157
2018-11-01,Kuwait,Seasonal Youth,201
2018-12-01,Kuwait,Seasonal Youth,213
2019-01-01,Kuwait,Seasonal Youth,545
2019-02-01,Kuwait,Seasonal Youth,467
2019-03-01,Kuwait,Seasonal Youth,246
2019-04-01,Kuwait,Seasonal Youth,247
2019-05-01,Kuwait,Seasonal Youth,37
2019-06-01,Kuwait,Seasonal Youth,159
2019-07-01,Kuwait,Seasonal Youth,331
2019-08-01,Kuwait,Seasonal Youth,520
2019-09-01,Kuwait,Seasonal Youth,98
2019-10-01,Kuwait,Seasonal Youth,123
2019-11-01,Kuwait,Seasonal Youth,135
2019-12-01,Kuwait,Seasonal Youth,331
2020-01-01,Kuwait,Seasonal Youth,465
2020-02-01,Kuwait,Seasonal Youth,326
2020-03-01,Kuwait,Seasonal Youth,34
2020-04-01,Kuwait,Seasonal Youth,0
2020-05-01,Kuwait,Seasonal Youth,0
2020-06-01,Kuwait,Seasonal Youth,0
2020-07-01,Kuwait,Seasonal Youth,0
2020-08-01,Kuwait,Seasonal Youth,0
2020-09-01,Kuwait,Seasonal Youth,0
2020-10-01,Kuwait,Seasonal Youth,0
2020-11-01,Kuwait,Seasonal Youth,0
2020-12-01,Kuwait,Seasonal Youth,0
2021-01-01,Kuwait,Seasonal Youth,0
2021-02-01,Kuwait,Seasonal Youth,0
2021-03-01,Kuwait,Seasonal Youth,3
2021-04-01,Kuwait,Seasonal Youth,3
2021-05-01,Kuwait,Seasonal Youth,0
2021-06-01,Kuwait,Seasonal Youth,0
2021-07-01,Kuwait,Seasonal Youth,1
2021-08-01,Kuwait,Seasonal Youth,3
2021-09-01,Kuwait,Seasonal Youth,4
2021-10-01,Kuwait,Seasonal Youth,20
2021-11-01,Kuwait,Seasonal Youth,34
2021-12-01,Kuwait,Seasonal Youth,98
2022-01-01,Kuwait,Seasonal Youth,36
2022-02-01,Kuwait,Seasonal Youth,204
2022-03-01,Kuwait,Seasonal Youth,131
2022-04-01,Kuwait,Seasonal Youth,49
2022-05-01,Kuwait,Seasonal Youth,118
2022-06-01,Kuwait,Seasonal Youth,45
2022-07-01,Kuwait,Seasonal Youth,78
2022-08-01,Kuwait,Seasonal Youth,53
2022-09-01,Kuwait,Seasonal Youth,43
2022-10-01,Kuwait,Seasonal Youth,58
2022-11-01,Kuwait,Seasonal Youth,41
2022-12-01,Kuwait,Seasonal Youth,96
2023-01-01,Kuwait,Seasonal Youth,162
2023-02-01,Kuwait,Seasonal Youth,219
2023-03-01,Kuwait,Seasonal Youth,101
2023-04-01,Kuwait,Seasonal Youth,191
2023-05-01,Kuwait,Seasonal Youth,99
2023-06-01,Kuwait,Seasonal Youth,183
2023-07-01,Kuwait,Seasonal Youth,259
2023-08-01,Kuwait,Seasonal Youth,293
2023-09-01,Kuwait,Seasonal Youth,147
2023-10-01,Kuwait,Seasonal Youth,85
2023-11-01,Kuwait,Seasonal Youth,66
2023-12-01,Kuwait,Seasonal Youth,150
2024-01-01,Kuwait,Seasonal Youth,231
2024-02-01,Kuwait,Seasonal Youth,222
2024-03-01,Kuwait,Seasonal Youth,59
2024-04-01,Kuwait,Seasonal Youth,225
2024-05-01,Kuwait,Seasonal Youth,77
2024-06-01,Kuwait,Seasonal Youth,231
2024-07-01,Kuwait,Seasonal Youth,198
2024-08-01,Kuwait,Seasonal Youth,207
2024-09-01,Kuwait,Seasonal Youth,119
2024-10-01,Kuwait,Seasonal Youth,70
2024-11-01,Kuwait,Seasonal Youth,96
2024-12-01,Kuwait,Seasonal Youth,150
2025-01-01,Kuwait,Seasonal Youth,174
2025-02-01,Kuwait,Seasonal Youth,204
2025-03-01,Kuwait,Seasonal Youth,130
2025-04-01,Kuwait,Seasonal Youth,132
2025-05-01,Kuwait,Seasonal Youth,106
2025-06-01,Kuwait,Seasonal Youth,190
2025-07-01,Kuwait,Seasonal Youth,219
2025-08-01,Kuwait,Seasonal Youth,232
2025-09-01,Kuwait,Seasonal Youth,142
2025-10-01,Kuwait,Seasonal Youth,111
2025-11-01,Kuwait,Seasonal Youth,99
2025-12-01,Kuwait,Seasonal Youth,160
2011-01-01,Malaysia,Resilient Core,1070
2011-02-01,Malaysia,Resilient Core,1179
2011-03-01,Malaysia,Resilient Core,1329
2011-04-01,Malaysia,Resilient Core,1200
2011-05-01,Malaysia,Resilient Core,1194
2011-06-01,Malaysia,Resilient Core,1335
2011-07-01,Malaysia,Resilient Core,1327
2011-08-01,Malaysia,Resilient Core,1568
2011-09-01,Malaysia,Resilient Core,1105
2011-10-01,Malaysia,Resilient Core,1303
2011-11-01,Malaysia,Resilient Core,1620
2011-12-01,Malaysia,Resilient Core,1864
2012-01-01,Malaysia,Resilient Core,1403
2012-02-01,Malaysia,Resilient Core,1543
2012-03-01,Malaysia,Resilient Core,1958
2012-04-01,Malaysia,Resilient Core,1232
